"COD_MUN","MUNICIPIO","Ano","Populacao","Sexo","Faixa_Etaria","Macro","GRS","RS"
"250650","GURJAO","2016","3353","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2017","820","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2017","783","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2017","1603","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2017","3377","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2018","843","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2018","802","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2018","1645","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2018","3403","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2019","866","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2019","819","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2019","1685","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2019","3428","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2020","886","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2020","843","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2020","1729","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2020","3453","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2021","901","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2021","861","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2021","1762","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2021","3477","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2022","","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2022","","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2022","","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2022","","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2023","","Feminino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2023","","Masculino","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2023","","Total","30 a 69 anos","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250650","GURJAO","2023","","Total","População Total","2ª Macro","5ª GRS - Monteiro","5ª Região de Saúde"
"250660","IBIARA","2014","1436","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2014","1303","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2014","2739","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2014","6064","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2015","1452","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2015","1317","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2015","2769","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2015","6036","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2016","1461","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2016","1338","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2016","2799","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2016","6010","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2017","1470","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2017","1359","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2017","2829","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2017","5984","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2018","1474","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2018","1377","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2018","2851","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2018","5956","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2019","1482","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2019","1397","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2019","2879","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2019","5929","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2020","1489","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2020","1417","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2020","2906","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2020","5903","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2021","1502","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2021","1431","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2021","2933","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2021","5877","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2022","","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2022","","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2022","","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2022","","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2023","","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2023","","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2023","","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250660","IBIARA","2023","","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250670","IMACULADA","2014","2213","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2014","2154","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2014","4367","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2014","11671","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2015","2250","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2015","2200","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2015","4450","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2015","11702","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2016","2300","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2016","2265","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2016","4565","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2016","11731","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2017","2349","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2017","2329","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2017","4678","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2017","11759","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2018","2397","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2018","2391","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2018","4788","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2018","11790","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2019","2444","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2019","2451","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2019","4895","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2019","11819","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2020","2489","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2020","2512","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2020","5001","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2020","11848","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2021","2531","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2021","2558","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2021","5089","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2021","11877","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2022","","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2022","","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2022","","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2022","","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2023","","Feminino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2023","","Masculino","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2023","","Total","30 a 69 anos","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250670","IMACULADA","2023","","Total","População Total","3ª Macro","11ª GRS - Princesa Isabel","11ª Região de Saúde"
"250680","INGA","2014","3968","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2014","3574","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2014","7542","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2014","17891","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2015","4043","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2015","3631","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2015","7674","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2015","17935","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2016","4123","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2016","3686","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2016","7809","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2016","17977","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2017","4203","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2017","3741","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2017","7944","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2017","18017","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2018","4280","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2018","3792","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2018","8072","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2018","18060","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2019","4355","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2019","3845","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2019","8200","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2019","18103","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2020","4429","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2020","3895","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2020","8324","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2020","18144","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2021","4508","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2021","3968","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2021","8476","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2021","18184","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2022","4352","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2022","4115","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2022","8467","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2022","17692","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2023","4352","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2023","4115","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2023","8467","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250680","INGA","2023","17692","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2014","5988","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2014","5295","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2014","11283","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2014","24774","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2015","6037","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2015","5353","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2015","11390","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2015","24712","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2016","6102","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2016","5425","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2016","11527","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2016","24654","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2017","6163","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2017","5494","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2017","11657","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2017","24597","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2018","6223","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2018","5561","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2018","11784","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2018","24537","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2019","6278","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2019","5626","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2019","11904","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2019","24477","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2020","6333","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2020","5690","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2020","12023","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2020","24419","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2021","6395","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2021","5753","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2021","12148","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2021","24363","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2022","6180","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2022","5612","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2022","11792","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2022","23182","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2023","6180","Feminino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2023","5612","Masculino","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2023","11792","Total","30 a 69 anos","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250690","ITABAIANA","2023","23182","Total","População Total","1ª Macro","12ª GRS - Itabaiana","12ª Região de Saúde"
"250700","ITAPORANGA","2014","5337","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2014","4873","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2014","10210","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2014","23999","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2015","5448","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2015","4984","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2015","10432","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2015","24143","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2016","5562","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2016","5097","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2016","10659","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2016","24279","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2017","5673","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2017","5209","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2017","10882","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2017","24412","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2018","5781","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2018","5317","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2018","11098","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2018","24553","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2019","5886","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2019","5421","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2019","11307","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2019","24692","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2020","5988","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2020","5525","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2020","11513","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2020","24828","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2021","6079","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2021","5617","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2021","11696","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2021","24960","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2022","","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2022","","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2022","","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2022","","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2023","","Feminino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2023","","Masculino","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2023","","Total","30 a 69 anos","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
"250700","ITAPORANGA","2023","","Total","População Total","3ª Macro","7ª GRS -Piancó","7ª Região de Saúde"
